name,business_type,website,lat,lon,address_line1,address_line2,postcode
The Royal British Legion,Pub,,\N,\N,"The Royal British Legion. Long Melford Social, Cordell Road, Long Melford, SUDBURY",,CO10 9EP
The Royal Oak,Pub,,51.975311,1.056110,"Royal Oak, East End Lane, East Bergholt, COLCHESTER",,CO7 6XA
The Six Bells,Pub,,52.117715,0.838290,"The Six Bells. The Six Bells, The Street, Preston St Mary, SUDBURY",,CO10 9NG
The Swan,Pub,,52.079464,0.718659,"Hall Street, Long Melford, SUDBURY, Suffolk",,CO10 9JQ
THE SWAN,Pub,,\N,\N,"Swan Inn, Lower Street, Stratford St Mary, COLCHESTER",,CO7 6JR
The Swan,Pub,,52.071343,0.803493,"The Street, Little Waldingfield, SUDBURY, Suffolk",,CO10 0SQ
the white horse,Pub,,\N,\N,"The White Horse White Horse Hotel, North Street, SUDBURY, Suffolk",,CO10 1RF
The White Horse,Pub,,\N,\N,"The White Horse. The White Horse, Lavenham Road, Great Waldingfield, SUDBURY",,CO10 0RW
Three Horseshoes,Pub,,51.972387,0.776039,"Three Horseshoes. Three Horseshoes, Church Square, Bures St Mary, BURES",,CO8 5BS
United Services Club,Pub,,\N,\N,"United Services Club. United Services Club, White Horse Road, East Bergholt, COLCHESTER",,CO7 6TU
Waggon and Horses,Pub,,\N,\N,"The Wagon Waggon And Horses, Church Walk, SUDBURY, Suffolk",,CO10 1HJ
Weavers Tap,Pub,,\N,\N,"The Weavers Tap Weavers Tap, East Street, SUDBURY, Suffolk",,CO10 2HX
White Horse,Pub,,\N,\N,"The White Horse White Horse Hotel, North Street, SUDBURY, Suffolk",,CO10 1RF
Barking football Club,Pub,,51.545377,0.112960,"Barking Football Club, Lodge Avenue, Dagenham",,RM8 2JR
Barking Indoor Bowls,Pub,,51.542225,0.085096,"Longbridge Road, Barking",,IG11 8TA
Barking Rugby Union Football Club,Pub,,51.534920,0.127357,"Gale Street, Dagenham",,RM9 4TX
Barking United Services Club,Pub,,51.533030,0.098489,"79 Blake Avenue, Barking",,IG11 9SF
Beacon Tree,Pub,,51.561457,0.140758,"Beacon Tree, 945 Green Lane, Dagenham",,RM8 1DJ
Chadwell Heath Cricket Club,Pub,,51.575822,0.134086,"St Chads Park, West Road, Chadwell Heath",,RM6 6YA
Dagenham Conservative & Social Club,Pub,,51.540071,0.159424,"8-12 Salisbury Road, Dagenham",,RM10 8TT
Dagenham Rugby Club,Pub,,51.557485,0.159770,"Central Park Lodge, Rainham Road North, Dagenham",,RM10 7EJ
Dagenham Trades Hall,Pub,,51.541003,0.157666,"Dagenham Trades Hall, Charlotte Road, Dagenham",,RM10 8TD
De Lounge,Pub,,51.538948,0.078730,"2 Linton Road, Barking",,IG11 8HG
Eastbrook Pub,Pub,,51.552334,0.164488,"Eastbrook Pub, Dagenham Road, Dagenham",,RM10 7UP
Harrow PH,Pub,,51.588852,0.136126,"Billet Road, Chadwell Heath",,RM6 5PT
Kings Bull,Pub,,51.536480,0.076917,"2 North Street, Barking",,IG11 8ET
Lord Denman PH,Pub,,51.541852,0.148130,"Lord Denman Ph, 270-272 Heathway, Dagenham",,RM10 8QS
M & B Catering Company,Pub,,51.552944,0.174286,"Dagenham Road, Dagenham",,RM7 0QX
ME 'N' O'Briens,Pub,,51.532252,0.146884,"26-28 Goresbrook Road, Dagenham",,RM9 6UR
Mecca Bingo Club,Pub,,51.532573,0.135769,"Cook Road, Dagenham",,RM9 6UQ
RoundHouse,Pub,,51.542741,0.113515,"The Roundhouse, Lodge Avenue, Dagenham",,RM8 2HY
Royal British Legion Club,Pub,,51.559221,0.136613,"541 Becontree Avenue, Dagenham",,RM8 3JP
Scrattons Community Association Ltd,Pub,,51.530436,0.132554,"Scrattons Community Association Ltd, Morrison Road, Barking",,IG11 0UA
Thatched House,Pub,,51.533425,0.105558,"The Thatched House Ph, Ripple Road, Barking",,IG11 9PG
The Acorn,Pub,,51.545885,0.093221,"201-203 Longbridge Road, Barking",,IG11 8UF
The Avenues Social Club Limited,Pub,,51.563231,0.175296,"231 Dagenham Road, Rush Green",,RM7 0TH
The Bowl Bar (City Pavilion),Pub,,51.595516,0.147456,"Collier Row Road, Romford",,RM5 2BH
The Cedars Club,Pub,,51.572857,0.135954,"Cedars Club, Mill Lane, Chadwell Heath",,RM6 6TT
The Cherry Tree Ph,Pub,,51.552649,0.134560,"Wood Lane, Dagenham",,RM8 3LJ
The Jolly Fisherman PH,Pub,,51.541229,0.074350,"The Jolly Fisherman Ph, 108 North Street, Barking",,IG11 8LA
The Lighterman Pub,Pub,,51.528594,0.103158,"109 Bastable Avenue, Barking",,IG11 0NX
The Spot,Pub,,51.535393,0.094095,"380 Ripple Road, Barking",,IG11 9RS
The Three Travellers,Pub,,\N,\N,"Three Travellers, Wood Lane, Dagenham",,RM10 7DS
The Victoria,Pub,,51.535592,0.079328,"The Victoria Ph, Axe Street, Barking",,IG11 7LZ
Tollgate Tavern Public House,Pub,,51.572499,0.141305,"High Road, Chadwell Heath",,RM6 6QT
British Rail Social Association,Pub,,51.614357,0.518759,"Market Avenue, Wickford, Essex",,SS12 0AD
Cromwell Manor / Grand Events,Pub,,51.559821,0.504227,"Cromwell Manor, Pitsea Hall Lane, Pitsea, Basildon",,SS16 4UH
The Crown Pub and Dining,Pub,,51.626224,0.418460,"2 High Street, Billericay, Essex",,CM12 9BQ
The Forge,Pub,,51.637347,0.413734,"The Forge, 1-2 The Pantiles, Billericay, Essex",,CM12 0UA
The Woodlands Club,Pub,,51.565172,0.467585,"35 Kingswood Road, Basildon, Essex",,SS16 5UP
Angel,Pub,,51.832975,0.696974,"St Marys Square, High Street, Kelvedon, Colchester",,CO5 9AN
Caesar At Dolphin,Pub,,51.878858,0.610924,"Coggeshall Road, Bradwell, Essex",,CM77 8EU
Courtyard Tap,Pub,,51.943890,0.632932,"24 Trinity Street, Halstead, Essex",,CO9 1JA
Earls Colne The Atlas Social Club,Pub,,51.926409,0.697599,"4 Foundry Lane, Earls Colne, Colchester, Essex",,CO6 2SB
Il Salice,Pub,,51.856326,0.602183,"The Street, Cressing, Braintree, Essex",,CM77 8DQ
Sible Hedingham Sports And Social Club,Pub,,51.982544,0.589105,"Crosspath, Station Road, Sible Hedingham, Essex",,CO9 3QB
Sir Charlie Lockrams Drinking Parlour,Pub,,51.800914,0.635499,"1 Lockrams Lane, Witham, Essex",,CM8 2BJ
The Hare And Hounds PH,Pub,,51.910782,0.578385,"104 High Garrett, Braintree, Essex",,CM7 5NT
The Onley,Pub,,51.892146,0.614354,"The Street, Stisted, Braintree, Essex",,CM77 8AW
The Plough And The Event Caterer Limited,Pub,,\N,\N,"The Plough, The Street, Birdbrook, Essex",,CO9 4BJ
124 (Essex) Transport Squadron Rlc Army Reserve Centre,Pub,,51.599399,0.296689,"Territorial Army Centre, Clive Road, Warley, Brentwood",,CM13 3UJ
Baptist Church,Pub,,51.692593,0.319492,"Blackmore Baptist Church, The Green, Blackmore, Ingatestone",,CM4 0RT
Baptist Church,Pub,,51.616085,0.299207,"Brentwood Baptist Church, Kings Road, Brentwood, Essex",,CM14 4DR
Bardswell Social Club (Bar Only),Pub,,51.621319,0.296900,"Club House, Bardeswell Close, Brentwood, Essex",,CM14 4TJ
Bentley Cricket Club,Pub,,51.639362,0.275020,"Coxtie Green Road, Pilgrims Hatch, Brentwood, Essex",,CM14 5PN
Bentley District Village Club,Pub,,51.640834,0.275657,"Bentley Village Hall, Ongar Road, Pilgrims Hatch, Brentwood",,CM15 9RZ
Blackmore Sports And Social Club,Pub,,51.693451,0.316135,"Blackmore Village Hall, Nine Ashes Road, Blackmore, Ingatestone",,CM4 0QW
Brave Nelson,Pub,,51.608962,0.307499,"The Brave Nelson, Woodman Road, Warley, Essex",,CM14 5AL
Brentwood County Cricket Club (CHATS),Pub,,51.623230,0.308613,"County Cricket Ground, Shenfield Road, Shenfield, Brentwood",,CM15 8AJ
Brentwood Golf Club,Pub,,51.641032,0.243422,"Coxtie Green Road, Pilgrims Hatch, South Weald, Essex",,CM14 5RJ
Brentwood Rugby Club,Pub,,51.620651,0.305737,"Brentwood Rugby Football Club, King Georges Playing Fields, Ingrave Road, Brentwood",,CM15 8AT
Brentwood Tennis Club,Pub,,51.623230,0.308613,"County Cricket Ground, Shenfield Road, Shenfield, Brentwood",,CM15 8AJ
Brookweald Cricket Club,Pub,,51.623700,0.260424,"Weald Road, Brentwood, Essex",,CM14 5QS
Charlies Bar Ltd,Pub,,51.607123,0.297628,"152 Warley Hill, Warley, Brentwood, Essex",,CM14 5HE
Christ Church Hall,Pub,,51.603075,0.294463,"Christ Church, Warley Hill, Warley, Brentwood",,CM13 3AA
Dairyman,Pub,,51.620699,0.304699,"16 High Street, Brentwood, Essex",,CM14 4AB
Essex Arms,Pub,,51.611772,0.299033,"The Essex Arms, Warley Hill, Warley, Brentwood",,CM14 5HA
George Inns Ltd,Pub,,51.568475,0.341538,"The Railway, Station Road, West Horndon, Essex",,CM13 3TL
Great Danes Youth Football Club,Pub,,51.628689,0.303558,"Sports Ground, Sawyers Hall Lane, Brentwood, Essex",,CM15 9BY
Hartswood Golf Club,Pub,,51.610740,0.311287,"Clubhouse, King Georges Playing Fields, Ingrave Road, Brentwood",,CM14 5AE
Herongate Athletic Football Club,Pub,,51.594984,0.356937,"Sports Ground Between 65 And 67, Billericay Road, Brentwood, Essex",,CM13 3PU
Herongate Cricket Club,Pub,,51.606722,0.334812,"Brentwood Road, Brentwood, Essex",,CM13 3QH
Hollands Wine Bar,Pub,,51.631196,0.329638,"234 Hutton Road, Shenfield, Brentwood, Essex",,CM15 8PA
Hutton All Saints Scout Group,Pub,,51.634079,0.353688,"Wash Road, Hutton, Brentwood, Essex",,CM13 1BS
Hutton Cricket Club( Windmill Ground),Pub,,51.655487,0.357471,"Windmill, Roman Road, Mountnessing, Brentwood",,CM15 0UG
Hutton Football Club,Pub,,51.612097,0.322723,"Hall Green Lane, Hutton, Brentwood, Essex",,CM13 2EH
Ingatestone & Fryerning Community Association,Pub,,51.672184,0.387917,"Community Centre, 7 High Street, Ingatestone, Essex",,CM4 9ED
Ingatestone Bowling Club,Pub,,51.672184,0.387917,"Rear Of Community Centre, 7 High Street, Ingatestone And Fryerning, Ingatestone",,CM4 9ED
Kelvedon Hatch Senior Citizen Lunch Club,Pub,,51.666877,0.261705,"Fane Memorial Room, Church Road, Kelvedon Hatch, Brentwood",,CM14 5TJ
Kings Chase Sports And Social Club Ltd,Pub,,51.615523,0.295741,"Kings Chase Sports And Social Club, Kings Chase, Brentwood, Essex",,CM14 4LD
Luncheon Club,Pub,,51.653362,0.257461,"Navestock Village Hall, Navestock Side, Navestock, Brentwood",,CM14 5SD
Mavericks RFC,Pub,,51.604944,0.300521,"Warley Playing Fields, The Drive, Warley, Essex",,CM14 5LF
Mount Avenue Banqueting Suite,Pub,,51.630796,0.332580,"The Masonic Hall, Mount Avenue, Hutton, Brentwood",,CM13 2NS
Navestock Cricket Club,Pub,,51.653362,0.257461,"Pavillion The Green, Navestock Side, Navestock, Brentwood",,CM14 5SD
Olde Dog Inn,Pub,,51.593631,0.368430,"129 Billericay Road, Herongate, Brentwood, Essex",,CM13 3SD
Playroom,Pub,,51.620173,0.302590,"40A High Street, Brentwood, Essex",,CM14 4AJ
Prince Albert,Pub,,51.692593,0.319492,"The Green, Blackmore, Ingatestone, Essex",,CM4 0RT
Prince Of Wales,Pub,,51.655497,0.357458,"The Prince Of Wales Public House, 199 Roman Road, Mountnessing, Ingatestone",,CM15 0UG
Provocative Lounge,Pub,,51.621652,0.305250,"2 Ongar Road, Brentwood, Essex",,CM15 9AX
Rendezvous At Pilgrims Hall,Pub,,51.644335,0.271323,"Pilgrims Hall, Ongar Road, Pilgrims Hatch, Brentwood",,CM15 9SA
Rumours,Pub,,51.615299,0.299817,"110 - 112 Kings Road, Brentwood, Essex",,CM14 4EA
Shenfield Cricket Club,Pub,,51.631178,0.322354,"Chelmsford Road, Shenfield, Brentwood, Essex",,CM15 8RQ
South Weald Cricket Club,Pub,,51.628925,0.279945,"Sandpit Lane, South Weald, Brentwood, Essex",,CM14 5QE
South Weald Parish Hall,Pub,,51.612951,0.277296,"London Road, Brentwood, Essex",,CM14 4NP
Spread Eagle,Pub,,51.617893,0.302503,"The Garden House, 34 Queens Road, Brentwood, Essex",,CM14 4HD
Sugar Hut,Pub,,51.619985,0.300258,"93 High Street, Brentwood, Essex",,CM14 4RR
Thatchers Arms,Pub,,51.593077,0.284228,"Thatchers Arms Public House, Warley Road, Warley, Brentwood",,CM13 3HU
The Bell,Pub,,51.670168,0.384441,"The Bell Public House, High Street, Ingatestone And Fryerning, Ingatestone",,CM4 0AT
The Black Horse,Pub,,51.637909,0.278575,"The Black Horse, 420 Ongar Road, Pilgrims Hatch, Brentwood",,CM15 9JN
The Boars Head (Herongate),Pub,,51.594853,0.354489,"The Boars Head, Billericay Road, Herongate, Essex",,CM13 3PS
The Brewery Tap,Pub,,51.617232,0.300320,"Primrose Hill, Brentwood, Essex",,CM14 4LT
The Bricklayers Arms,Pub,,51.681304,0.290344,"Bricklayers Arms, Ongar Road, Stondon Massey, Brentwood",,CM15 0EQ
The Bull,Pub,,51.611958,0.274353,"13 Brook Street, Brentwood Town, Brentwood, Essex",,CM14 5LZ
The Chequers,Pub,,51.633184,0.352587,"213 Rayleigh Road, Hutton, Brentwood, Essex",,CM13 1PJ
The Chough Public House,Pub,,51.612838,0.327990,"The Chough, 18 Eastham Crescent, Brentwood, Essex",,CM13 2BG
The Cricketers,Pub,,51.685682,0.369284,"Mill Green Road, Fryerning, Essex",,CM4 0RH
The Eagle,Pub,,51.665981,0.269455,"Ongar Road, Kelvedon Hatch, Brentwood, Essex",,CM15 0AA
The Gardeners Arms,Pub,,51.619484,0.299683,"27 Hart Street, Brentwood, Essex",,CM14 4AX
The George And Dragon,Pub,,51.652161,0.350259,"The George And Dragon Public House, Roman Road, Mountnessing, Brentwood",,CM15 0TZ
The Green Man,Pub,,51.596500,0.350849,"Green Man, 11 Cricketers Lane, Brentwood, Essex",,CM13 3PZ
The Greyhound,Pub,,51.590281,0.315388,"Greyhound Public House, Magpie Lane, Warley, Brentwood",,CM13 3DZ
The Halfway House,Pub,,51.579913,0.355536,"Halfway House Public House, Southend Arterial Road, West Horndon, Brentwood",,CM13 3LL
The Hermit Club,Pub,,51.622126,0.307112,"The Hermitage, Shenfield Road, Brentwood, Essex",,CM15 8AG
The Hutton Junction,Pub,,51.631748,0.333160,"15 Rayleigh Road, Hutton, Brentwood, Essex",,CM13 1AB
The Leather Bottle,Pub,,51.693035,0.318487,"Leather Bottle, The Green, Blackmore, Essex",,CM4 0RL
The Lounge Wine Bar,Pub,,51.672489,0.387933,"Clifton House, 40 High Street, Ingatestone, Essex",,CM4 9EE
The Merchant,Pub,,51.619644,0.298605,"125 - 127 High Street, Brentwood, Essex",,CM14 4RX
The Nags Head,Pub,,51.607544,0.265326,"Brook Street, Brentwood Town, Brentwood, Essex",,CM14 5ND
The Old Green Dragon,Pub,,51.629884,0.319586,"Ye Old Green Dragon, 112 Shenfield Road, Shenfield, Brentwood",,CM15 8EZ
The Peasants Revolt Micropub,Pub,,51.615671,0.299507,"137A Kings Road, Brentwood, Essex",,CM14 4DR
The Plough,Pub,,51.655497,0.357458,"The Plough Public House, 169 Roman Road, Mountnessing, Ingatestone",,CM15 0UG
The Rising Sun,Pub,,51.625185,0.300733,"The Rising Sun Public House, 144 Ongar Road, Brentwood, Essex",,CM15 9DJ
The Robin,Pub,,51.628302,0.294854,"Ongar Road, Brentwood, Essex",,CM15 9EB
The Rose,Pub,,51.637313,0.326353,"The Rose Inn, Chelmsford Road, Shenfield, Essex",,CM15 8RN
The South Essex Golf Club ( Heron Country Club),Pub,,51.584599,0.362301,"South Essex Golf And Country Club, Brentwood Road, Herongate, Brentwood",,CM13 3LW
The Star Inn,Pub,,51.670870,0.385766,"Star Inn, High Street, Ingatestone, Essex",,CM4 9DU
The Swan,Pub,,51.619891,0.299096,"123 High Street, Brentwood Town, Brentwood, Essex",,CM14 4RX
The Teriss Bar,Pub,,51.619484,0.299683,"5 Hart Street, Brentwood, Essex",,CM14 4AX
The Vine Brentwood,Pub,,51.619535,0.299352,"104 High Street, Brentwood, Essex",,CM14 4AP
The White Horse (Wet Side ONLY),Pub,,51.640312,0.258461,"White Horse Public House, 173 Coxtie Green Road, Pilgrims Hatch, Brentwood",,CM14 5PX
Thriftwood Scout Campsite,Pub,,51.613952,0.322616,"Thrift Wood Scout Centre, Orchard Avenue, Brentwood, Essex",,CM13 2DY
Tipps Cross Remembrance Hall,Pub,,51.675652,0.293820,"Tipps Cross Rememberance Hall, Blackmore Road, Brentwood, Essex",,CM15 0DT
Toby Carvery,Pub,,51.618919,0.308770,"The Artichoke, Ingrave Road, Brentwood, Essex",,CM15 8DZ
Vault,Pub,,51.644459,0.343425,"91 Hutton Road, Shenfield, Brentwood, Essex",,CM15 8SD
Victoria Arms,Pub,,51.622547,0.303984,"The Victoria Arms, Ongar Road, Brentwood Town, Brentwood",,CM15 9AX
Warley Park Golf Club,Pub,,51.588600,0.307144,"Magpie Lane, Little Warley, Brentwood, Essex",,CM13 3DX
AJSUKLTD,Pub,,51.519622,0.592583,"124 Furtherwick Road, Canvey Island, Essex",,SS8 7AL
Anchor Inn,Pub,,51.545735,0.566215,"1 Essex Way, South Benfleet, Benfleet, Essex",,SS7 1LS
Benfleet Conservative Club,Pub,,51.545298,0.562324,"69 High Street, Benfleet, Essex",,SS7 1NA
Benfleet Tavern,Pub,,51.554024,0.554895,"Richmond Avenue, South Benfleet, Benfleet, Essex",,SS7 5HF
Benfleet Yacht Club,Pub,,51.540594,0.566488,"Canvey Road, Canvey Island, Essex",,SS8 0QT
Boyce Hill Golf & Country Club,Pub,,51.549708,0.568776,"Boyce Hill Golf Club, Vicarage Hill, South Benfleet, Benfleet",,SS7 1PD
Bread And Cheese,Pub,,51.562406,0.575782,"520 London Road, South Benfleet, Benfleet, Essex",,SS7 1AA
Canvey Club,Pub,,51.522153,0.602962,"162 High Street, Canvey Island, Essex",,SS8 7SS
Canvey Island Conservative Club,Pub,,51.519964,0.588941,"59 Long Road, Canvey Island, Essex",,SS8 0JA
Canvey Island Football Club,Pub,,51.517759,0.615699,"Park Lane, Canvey Island, Essex",,SS8 7PX
Canvey Island Rugby Union FC,Pub,,51.526793,0.598945,"Canvey Island Rugby Club, Dovervelt Road, Canvey Island, Essex",,SS8 8DY
Canvey Island Social Club,Pub,,51.521439,0.590927,"Labour Hall, Lionel Road, Canvey Island, Essex",,SS8 9DE
Castle Hotel Public House,Pub,,51.553419,0.607200,"Castle Hotel, High Street, Hadleigh, Benfleet",,SS7 2PB
Castle Point Golf Club,Pub,,51.531643,0.580130,"Castle Point Golf Course, Somnes Avenue, Canvey Island, Essex",,SS8 9QB
Fatty's Bar,Pub,,51.553420,0.607200,"20 High Street, Hadleigh, Benfleet, Essex",,SS7 2PB
Hadleigh & Thundersley Cricket Club,Pub,,51.555332,0.610541,"John Burrows Recreation Ground, Rectory Road, Hadleigh, Benfleet",,SS7 2NA
Hadleigh Conservative Club,Pub,,51.553420,0.607200,"22-24 High Street, Hadleigh, Benfleet, Essex",,SS7 2PB
Half Crown Public House,Pub,,51.545298,0.562324,"27 High Street, Benfleet, Essex",,SS7 1NA
Haystack,Pub,,51.521240,0.592242,"The Haystack Public House, 96 Furtherwick Road, Canvey Island, Essex",,SS8 7AJ
Hoy And Helmet,Pub,,51.545300,0.562325,"Hoy And Helmet Public House, 24 - 32 High Street, Benfleet, Essex",,SS7 1NA
Lobster Smack,Pub,,51.511060,0.553686,"Haven Road, Canvey Island, Essex",,SS8 0NR
Motowns Lounge Bar,Pub,,51.572186,0.559146,"6 Roseberry Walk, Benfleet, Essex",,SS7 4EW
Oyster Bay Sports & Wine Bar,Pub,,51.512673,0.596718,"Unit 4, Casino Parade, Eastern Esplanade, Canvey Island",,SS8 7FJ
Rileys Sports Bar,Pub,,51.566365,0.550176,"669-673 High Road, South Benfleet, Benfleet, Essex",,SS7 5SF
Royal British Legion,Pub,,51.522096,0.580340,"British Legion Hall, Denham Road, Canvey Island, Essex",,SS8 9HB
Saks Cafe Bar,Pub,,51.519870,0.593202,"111 Furtherwick Road, Canvey Island, Essex",,SS8 7AT
South Benfleet Social Club,Pub,,51.548699,0.565141,"8 Vicarage Hill, South Benfleet, Benfleet, Essex",,SS7 1PA
The Galley Dining Room,Pub,,51.519896,0.625149,"Island Yacht Club, Point Road, Canvey Island, Essex",,SS8 7TX
The Monico,Pub,,51.512845,0.597704,"Monico Public House, 1-3 Eastern Esplanade, Canvey Island, Essex",,SS8 7DN
The Warehouse Bar,Pub,,51.574902,0.564849,"Unit C7, 30 Brunel Road, Manor Trading Estate, Benfleet",,SS7 4PS
The Woodmans Arms,Pub,,51.570456,0.594898,"The Woodmans Arms Public House, Rayleigh Road, Thundersley, Benfleet",,SS7 3TA
Thorney Bay Bar & Restaurant,Pub,,51.514362,0.580695,"Thorney Bay Caravan Park, Thorney Bay Road, Canvey Island, Essex",,SS8 0DB
Western Dance Centre,Pub,,51.553420,0.607200,"38 High Street, Hadleigh, Benfleet, Essex",,SS7 2PB
White Hart Public House,Pub,,51.568889,0.581965,"White Hart, Hart Road, Thundersley, Benfleet",,SS7 3PF
Windjammer's Upper Deck,Pub,,51.513239,0.601416,"The Windjammer, Eastern Esplanade, Canvey Island, Essex",,SS8 7HG
Zach Willsher,Pub,,51.571406,0.562754,"170-180 Church Road, Hadleigh, Benfleet, Essex",,SS7 4PL
Baresito,Pub,,51.624989,0.539563,"9 Runwell Road, Runwell, Wickford, Essex",,SS11 7PS
GoldenFleece/88th/ValueM/SinCity/PizzaAmore/DoughMaster,Pub,,51.735192,0.470378,"84 Duke Street, Chelmsford, Essex",,CM1 1JP
Hoppily,Pub,,51.730437,0.474805,"20 Baddow Road, Chelmsford",,CM2 0DG
Q Balls Snooker Centre,Pub,,51.731272,0.473350,"1 Barrack Square, Chelmsford, Essex",,CM2 0UU
Rumours,Pub,,51.729553,0.472127,"44 Moulsham Street, Chelmsford",,CM2 0HY
Slug And Lettuce,Pub,,51.732240,0.476908,"1 - 5 Annonay Walk, Chelmsford",,CM2 6FL
The Oddfellows Arms,Pub,,51.736360,0.482661,"Oddfellows Arms, 195 Springfield Road, Chelmsford",,CM2 6JP
The Star,Pub,,51.724195,0.484503,"Baddow Road, Great Baddow, Chelmsford",,CM2 7PZ
The Tulip P H,Pub,,51.744224,0.484734,"The Tulip, Church Lane, Springfield, Chelmsford",,CM1 7SF
Walkabout Chelmsford/KT/CB/L\\&L/LL/ER/BB,Pub,,51.732944,0.476729,"7 Springfield Road, Chelmsford",,CM2 6JE
Abberton & District Cricket Club,Pub,,\N,\N,"Abberton And District Cricket Club, Abberton Road, Langenhoe, Essex",,CO5 7AW
Abbey Arms,Pub,,51.886407,0.900966,"4 St Johns Green, Colchester, Essex",,CO2 7HA
After Office Hours,Pub,,51.889919,0.900044,"128 High Street, Colchester, Essex",,CO1 1SP
ATIK,Pub,,51.890246,0.899920,"Atik, 131 High Street, Colchester, Essex",,CO1 1SP
Belle Vue Social Club,Pub,,51.897022,0.891729,"Colne Bank Avenue, Colchester, Essex",,CO1 1UU
Birch Grove Golf Club,Pub,,\N,\N,"Layer Road, Colchester, Essex",,CO2 0HS
Bull Hotel,Pub,,51.887607,0.895695,"The Bull Hotel, 2-4 Crouch Street East, Colchester, Essex",,CO3 3ES
Cherry Tree Inn,Pub,,51.857520,0.910740,"The Cherry Tree Inn Public House, 80 Blackheath, Colchester, Essex",,CO2 0AD
CODA,Pub,,51.889516,0.902896,"Coda Colchester, 63 High Street, Colchester, Essex",,CO1 1DN
Dabchicks Sailing Club,Pub,,51.780991,0.899836,"143 Coast Road, West Mersea, Essex",,CO5 8NX
Dog & Pheasant,Pub,,\N,\N,"The Dog And Pheasant, East Road, East Mersea, Essex",,CO5 8TP
Donkey & Buskins,Pub,,\N,\N,"Donkey And Buskins, High Road, Layer De La Haye, Essex",,CO2 0HU
Eight Ash Green Cricket Club,Pub,,\N,\N,"Street Record, Spring Lane, Eight Ash Green, Essex",,CO3 9TA
Fashion Cafe Bar,Pub,,51.887825,0.903267,"2 St Botolphs Street, Colchester, Essex",,CO2 7DX
Goat & Boot,Pub,,51.890118,0.911293,"The Goat And Boot, 70 East Hill, Colchester, Essex",,CO1 2QW
Greenstead Association Social Club,Pub,,51.889851,0.935647,"Blackthorn Avenue, Colchester, Essex",,CO4 3QD
Highways Social Club,Pub,,51.885622,0.898866,"Highways Sports Club, 10 Walsingham Road, Colchester, Essex",,CO2 7BN
Horse & Groom Inn,Pub,,\N,\N,"The Horse And Groom, 55 The Cross, Wivenhoe, Essex",,CO7 9QL
Hospital Arms,Pub,,\N,\N,"Hospital Arms Public House, 125 Crouch Street West, Colchester, Essex",,CO3 3HA
Kings Arms,Pub,,\N,\N,"The Kings Arms, 61-63 Crouch Street West, Colchester, Essex",,CO3 3EY
Live & Let Live,Pub,,51.887033,0.840704,"The Live And Let Live, 12 Millers Lane, Stanway, Essex",,CO3 0PS
New Inn,Pub,,\N,\N,"New Inn Public House, 36 Chapel Street South, Colchester, Essex",,CO2 7AX
New Times,Pub,,51.807418,0.741579,"The New Times, 87 Maldon Road, Tiptree, Essex",,CO5 0BN
New Town Tavern,Pub,,\N,\N,"The New Town Tavern, Kendall Road, Colchester, Essex",,CO1 2BN
North Countrymans Club,Pub,,51.889305,0.895412,"4 Church Street, Colchester, Essex",,CO1 1NF
Old Crown Inn,Pub,,\N,\N,"The Old Crown Inn, Lodge Road, Messing, Essex",,CO5 9TU
Play Football Ltd,Pub,,51.895853,0.890237,"Powerleague Colchester, Sheepen Road, Colchester, Essex",,CO3 3LE
Queen Street Brewhouse,Pub,,51.889487,0.904421,"7 Queen Street, Colchester, Essex",,CO1 2PG
Queens Head Public House,Pub,,51.910317,0.847774,"Queens Head, Queens Road, West Bergholt, Essex",,CO6 3HE
Roberts Club,Pub,,51.887796,0.902626,"18 Vineyard Street, Colchester, Essex",,CO2 7DG
Rose & Crown,Pub,,51.854396,0.959135,"Rose And Crown, The Quay, Wivenhoe, Essex",,CO7 9BX
Rowhedge Social Club,Pub,,\N,\N,"Marsh Crescent, Rowhedge, Essex",,CO5 7JR
Rubix,Pub,,51.887789,0.894864,"33 Crouch Street East, Colchester, Essex",,CO3 3EN
Slug & Lettuce,Pub,,51.889941,0.901688,"111 High Street, Colchester, Essex",,CO1 1TB
The Albert,Pub,,51.897303,0.895913,"Cowdray Avenue, Colchester, Essex",,CO1 1UT
The Ale House,Pub,,51.885452,0.894466,"82 Butt Road, Colchester, Essex",,CO3 3DA
The Alma,Pub,,51.869684,0.798389,"Copford Green, Copford, Essex",,CO6 1BZ
The Anchor,Pub,,\N,\N,"Station Road, Tiptree, Essex",,CO5 0AZ
The Anchor pub,Pub,,\N,\N,"The Anchor, High Street, Rowhedge, Essex",,CO5 7ES
The Ancient Briton,Pub,,51.870631,0.874292,"17 Iceni Way, Colchester, Essex",,CO2 9EG
The Artilleryman,Pub,,51.883333,0.916522,"The Artillery Man, 54 Artillery Street, Colchester, Essex",,CO1 2JQ
The Beehive,Pub,,\N,\N,"School Road, Little Horkesley, Essex",,CO6 4DH
The Black Buoy Inn,Pub,,51.854587,0.960135,"The Black Buoy Public House, Black Buoy Hill, Wivenhoe, Essex",,CO7 9BS
The Bonnie Blue Oak,Pub,,\N,\N,"Bonnie Blue Oak Public House, 40 Oak Road, Tiptree, Essex",,CO5 0NF
The Bricklayers Arms,Pub,,\N,\N,"Bricklayers Bricklayers Arms Public House, 27 Bergholt Road, Colchester, Essex",,CO4 5AA
